MAT	1	<<	Narr_001: Matthew	#01		1	"MATTHEW*~*MATTHEW CHP 1"
MAT	21	46	Religious Leader	#05		975	" ""We fear the people because they think he is a prophet."" *~**~*||| + 2 SECs |||*~*"
MAT	22	<<	Narr_001: Matthew	#01		976	MATTHEW CHP 22
MAT	22	1	Narr_001: Matthew	#01		977	" {1} Jesus answered and spoke again in parables to them, saying,"
MAT	22	2	Jesus	#07		978	" {2} “The Kingdom of Heaven is like a certain king, who made a marriage feast for his son."
MAT	22	3	Jesus	#07		979	" {3} He sent out his servants to call those who were invited to the marriage feast, but they would not come."
MAT	22	4	Jesus	#07		980	" {4} Again he sent out other servants, saying, 'Tell those who are invited, “Behold, I have prepared my dinner. My cattle and my fatlings are killed, and all things are ready. Come to the marriage feast!”"
MAT	22	5	Jesus	#07		981	" {5} But they made light of it, and went their ways, one to his own farm, another to his merchandise."
MAT	22	6	Jesus	#07		982	" {6} The rest grabbed his servants, and treated them shamefully, and killed them."
MAT	22	7	Jesus	#07		983	" {7} When the king heard that, he was angry, and sent his armies, destroyed those murderers, and burned their city."
MAT	22	8	Jesus	#07		984	" {8} “Then he said to his servants, 'The wedding is ready, but those who were invited weren't worthy."
MAT	22	9	Jesus	#07		985	" {9} Go therefore to the intersections of the highways, and as many as you may find, invite to the marriage feast.'"
MAT	22	10	Jesus	#07		986	" {10} Those servants went out into the highways, and gathered together as many as they found, both bad and good. The wedding was filled with guests."
MAT	22	11	Jesus	#07		987	" {11} But when the king came in to see the guests, he saw there a man who didn't have on wedding clothing,"
MAT	22	12	Jesus	#07		988	" {12} and he said to him, 'Friend, how did you come in here not wearing wedding clothing?' He was speechless."
MAT	22	13	Jesus	#07		989	" {13} Then the king said to the servants, 'Bind him hand and foot, take him away, and throw him into the outer darkness; there is where the weeping and grinding of teeth will be.'"
MAT	22	14	Jesus	#07		990	" {14} For many are called, but few chosen.”"
MAT	22	15	Narr_001: Matthew	#01		991	 {15} Then the Pharisees went and took counsel how they might entrap him in his words.
MAT	22	16	Narr_001: Matthew	#01		992	" {16} They sent their disciples to him, along with the Herodians, saying,"
MAT	22	16	Man (Not Good)	#17		993	" “Teacher, we know that you are honest, and teach the way of God in truth, no matter whom you teach, for you aren't partial to anyone."
MAT	22	17	Man (Not Good)	#17		994	" {17} Tell us therefore, what do you think? Is it lawful to pay taxes to Caesar, or not?”"
MAT	22	18	Narr_001: Matthew	#01		995	" {18} But Jesus perceived their wickedness, and said,"
MAT	22	18	Jesus	#07		996	" “Why do you test me, you hypocrites? {19} Show me the tax money.”"
MAT	22	19	Narr_001: Matthew	#01		997	" They brought to him a denarius. {20} He asked them,"
MAT	22	20	Jesus	#07		998	 “Whose is this image and inscription?”
MAT	22	21	Narr_001: Matthew	#01		999	" {21} They said to him,"
MAT	22	21	Man (Not Good)	#17		1000	 “Caesar's.”
MAT	22	21	Narr_001: Matthew	#01		1001	" Then he said to them,"
MAT	22	21	Jesus	#07		1002	" “Give therefore to Caesar the things that are Caesar's, and to God the things that are God's.”"
MAT	22	22	Narr_001: Matthew	#01		1003	" {22} When they heard it, they marveled, and left him, and went away.*~**~*||| + 2 SECs |||*~*"
MAT	22	23	Narr_001: Matthew	#01		1004	" {23} On that day Sadducees (those who say that there is no resurrection) came to him. They asked him, {24} saying,"
MAT	22	24	Religious Leader	#19		1005	" “Teacher, Moses said, 'If a man dies, having no children, his brother shall marry his wife, and raise up seed for his brother.'"
MAT	22	25	Religious Leader	#19		1006	" {25} Now there were with us seven brothers. The first married and died, and since he had no children, he left his wife to his brother."
MAT	22	26	Religious Leader	#19		1007	" {26} In the same way, the second also, and the third, to the seventh."
MAT	22	27	Religious Leader	#19		1008	" {27} After them all, the woman died."
MAT	22	28	Religious Leader	#19		1009	" {28} In the resurrection therefore, whose wife will she be of the seven? For they all had her.”"
MAT	22	29	Narr_001: Matthew	#01		1010	" {29} But Jesus answered them,"
MAT	22	29	Jesus	#07		1011	" “You are mistaken, not knowing the Scriptures, nor the power of God."
MAT	22	30	Jesus	#07		1012	" {30} For in the resurrection they neither marry, nor are given in marriage, but are like God's angels in heaven."
MAT	22	31	Jesus	#07		1013	" {31} But concerning the resurrection of the dead, haven't you read that which was spoken to you by God when He said:"
MAT	22	32	Jesus	#07		1014	" {32} 'I am the God of Abraham, and the God of Isaac, and the God of Jacob?' God is not the God of the dead, but of the living.”"
MAT	22	33	Narr_001: Matthew	#01		1015	" {33} When the multitudes heard it, they were astonished at his teaching.*~**~*||| + 2 SECs |||*~*"
MAT	22	34	Narr_001: Matthew	#01		1016	" {34} But the Pharisees, when they heard that he had silenced the Sadducees, gathered themselves together."
MAT	22	35	Narr_001: Matthew	#01		1017	" {35} One of them, a lawyer, asked him a question, testing him."
MAT	22	36	Religious Leader	#05		1018	" {36} “Teacher, which is the greatest commandment in the law?”"
MAT	22	37	Narr_001: Matthew	#01		1019	" {37} Jesus said to him,"
MAT	22	37	Jesus	#07		1020	" “'You shall love the Lord your God with all your heart, with all your soul, and with all your mind.'"
MAT	22	38	Jesus	#07		1021	 {38} This is the first and great commandment.
MAT	22	39	Jesus	#07		1022	" {39} A second likewise is this, 'You shall love your neighbor as yourself.'"
MAT	22	40	Jesus	#07		1023	 {40} The whole law and the prophets depend on these two commandments.”
MAT	22	41	Narr_001: Matthew	#01		1024	" {41} Now while the Pharisees were gathered together, Jesus asked them a question, {42} saying,"
MAT	22	42	Jesus	#07		1025	 “What do you think of the Christ? Whose son is he?”
MAT	22	42	Narr_001: Matthew	#01		1026	" They said to him,"
MAT	22	42	Religious Leader	#15		1027	 “Of David.”
MAT	22	43	Narr_001: Matthew	#01		1028	" {43} He said to them,"
MAT	22	43	Jesus	#07		1029	" “How then does David in the Spirit call him Lord, saying,"
MAT	22	44	Jesus	#07		1030	" {44} 'The Lord said to my Lord, sit on my right hand, until I make your enemies a footstool for your feet?'"
MAT	22	45	Jesus	#07		1031	" {45} “If then David calls him Lord, how is he his son?”"
MAT	22	46	Narr_001: Matthew	#01		1032	" {46} No one was able to answer him a word, neither did any man dare ask him any more questions from that day forth. *~**~*||| + 2 SECs |||*~*"
MAT	23	<<	Narr_001: Matthew	#01		1033	MATTHEW CHP 23
MAT	23	1	Narr_001: Matthew	#01		1034	" {1} Then Jesus spoke to the multitudes and to his disciples, {2} saying,"
MAT	23	2	Jesus	#07		1035	 “The scribes and the Pharisees sat on Moses' seat.
MAT	23	3	Jesus	#07		1036	" {3} All things therefore whatever they tell you to observe, observe and do, but don't do their works; for they say, and don't do."
MAT	23	4	Jesus	#07		1037	" {4} For they bind heavy burdens that are grievous to be borne, and lay them on men's shoulders; but they themselves will not lift a finger to help them."
MAT	23	5	Jesus	#07		1038	" {5} But all their works they do to be seen by men. They make their phylacteries broad, enlarge the fringes of their garments."
MAT	23	6	Jesus	#07		1039	" {6} They love the place of honor at feasts, and the best seats in the synagogues."
MAT	23	7	Jesus	#07		1040	" {7} They love to be greated in the marketplaces, and to be called 'Rabbi, Rabbi' by men."
MAT	23	8	Jesus	#07		1041	" {8} But don't you be called 'Rabbi,' for one is your teacher, the Christ, and all of you are brothers."
MAT	23	9	Jesus	#07		1042	" {9} Call no man on the earth your father, for one is your Father, he who is in heaven."
MAT	23	10	Jesus	#07		1043	" {10} Neither be called masters, for one is your master, the Christ."
MAT	23	11	Jesus	#07		1044	 {11} But he who is greatest among you will be your servant.
MAT	23	12	Jesus	#07		1045	" {12} Whoever exalts himself will be humbled, and whoever humbles himself will be exalted."
MAT	23	13	Jesus	#07		1046	" {13} “Woe to you, scribes and Pharisees, hypocrites! For you devour widows' houses, and as a pretense you make long prayers. Therefore you will receive greater damnation."
MAT	23	14	Jesus	#07		1047	" {14} “But woe to you, scribes and Pharisees, hypocrites! Because you shut up the Kingdom of Heaven against men; for you don't enter in yourselves, neither do you allow those who are entering in to enter."
MAT	23	15	Jesus	#07		1048	" {15} Woe to you, scribes and Pharisees, hypocrites! For you travel around by sea and land to make one proselyte; and when he becomes one, you make him twice as much of a son of Gehenna as yourselves."
MAT	23	16	Jesus	#07		1049	" {16} “Woe to you, you blind guides, who say, 'Whoever swears by the temple, it is nothing; but whoever swears by the gold of the temple, he is obligated.'"
MAT	23	17	Jesus	#07		1050	" {17} You blind fools! For which is greater, the gold, or the temple that sanctifies the gold?"
MAT	23	18	Jesus	#07		1051	" {18} 'Whoever swears by the altar, it is nothing; but whoever swears by the gift that is on it, he is obligated?'"
MAT	23	19	Jesus	#07		1052	" {19} You blind fools! For which is greater, the gift, or the altar that sanctifies the gift?"
MAT	23	20	Jesus	#07		1053	" {20} He therefore who swears by the altar, swears by it, and by everything on it."
MAT	23	21	Jesus	#07		1054	" {21} He who swears by the temple, swears by it, and by him who was living in it."
MAT	23	22	Jesus	#07		1055	" {22} He who swears by heaven, swears by the throne of God, and by the one who sits on it."
MAT	23	23	Jesus	#07		1056	" {23} “Woe to you, scribes and Pharisees, hypocrites! For you tithe mint, dill, and cumin, and have left undone the weightier matters of the law: justice, mercy, and faith. But you ought to have done these, and not to have left the other undone."
MAT	23	24	Jesus	#07		1057	" {24} You blind guides, who strain out a gnat, and swallow a camel!"
MAT	23	25	Jesus	#07		1058	" {25} “Woe to you, scribes and Pharisees, hypocrites! For you clean the outside of the cup and of the platter, but within they are full of extortion and unrighteousness."
MAT	23	26	Jesus	#07		1059	" ||| DO NOT COMBINE |||*~*{Music--Ends before v26}*~**~* {26} You blind Pharisee, first clean the inside of the cup and of the platter, that its outside may become clean also."
MAT	23	27	Jesus	#07		1060	" {27} “Woe to you, scribes and Pharisees, hypocrites! For you are like whitened tombs, which outwardly appear beautiful, but inwardly are full of dead men's bones, and of all uncleanness."
MAT	23	28	Jesus	#07		1061	" {28} Even so you also outwardly appear righteous to men, but inwardly you are full of hypocrisy and iniquity."
MAT	23	29	Jesus	#07		1062	" {29} “Woe to you, scribes and Pharisees, hypocrites! For you build the tombs of the prophets, and decorate the tombs of the righteous."
MAT	23	30	Jesus	#07		1063	" {30} You say, 'If we had lived in the days of our fathers, we wouldn't have been partakers with them in the blood of the prophets.'"
MAT	23	31	Jesus	#07		1064	 {31} Therefore you testify to yourselves that you are children of those who killed the prophets.
MAT	23	32	Jesus	#07		1065	" {32} Fill up, then, the measure of your fathers."
MAT	23	33	Jesus	#07		1066	" {33} You serpents, you offspring of vipers, how will you escape the judgment of Gehenna?"
MAT	23	34	Jesus	#07		1067	" {34} Therefore behold, I send to you prophets, wise men, and scribes. Some of them you will kill and crucify; and some of them you will scourge in your synagogues, and persecute from city to city."
MAT	23	35	Jesus	#07		1068	" {35} And so on you may come all the righteous blood shed on the earth, from the blood of righteous Abel to the blood of Zachariah son of Barachiah, whom you killed between the sanctuary and the altar."
MAT	23	36	Jesus	#07		1069	" {36} Most certainly I tell you, all these things will come upon this generation.*~**~*||| + 1.5 SECs |||*~*"
MAT	23	37	Jesus	#07		1070	" {37} “Jerusalem, Jerusalem, who kills the prophets, and stones those who are sent to her! How often I would have gathered your children together, even as a hen gathers her chicks under her wings, and you would not!"
MAT	23	38	Jesus	#07		1071	" {38} Behold, your house is left to you desolate."
MAT	23	39	Jesus	#07		1072	" {39} For I tell you, you will not see me from now on, until you say, 'Blessed is he who comes in the name of the Lord!”*~**~*||| + 2 SECs |||*~*"
MAT	24	<<	Narr_001: Matthew	#01		1073	MATTHEW CHP 24
MAT	24	1	Narr_001: Matthew	#01		1074	" {1} Jesus went out from the temple, and was going on his way. His disciples came to him and said:"
MAT	24	1	Disciple	#12		1075	" ""Master, look at all these magnificent buildings."""
MAT	24	2	Narr_001: Matthew	#01		1076	" {2} But he answered them,"
MAT	24	2	Jesus	#07		1077	" “You see all of these things, don't you? Most certainly I tell you, there will not be left here one stone on another, that will not be thrown down.”"
MAT	24	3	Narr_001: Matthew	#01		1078	" {3} As he sat on the Mount of Olives, the disciples came to him privately, saying,"
MAT	24	3	Disciple	#13		1079	" “Tell us, when will these things be? What is the sign of your coming, and of the end of the age?”"
MAT	24	4	Narr_001: Matthew	#01		1080	" {4} Jesus answered them,"
MAT	24	4	Jesus	#07		1081	 “Be careful that no one leads you astray.
MAT	24	5	Jesus	#07		1082	" {5} For many will come in my name, saying, 'I am the Christ,' and will lead many astray."
MAT	24	6	Jesus	#07		1083	" {6} You will hear of wars and rumors of wars. See that you aren't troubled, for all this must happen, but the end is not yet."
MAT	24	7	Jesus	#07		1084	" {7} For nation will rise against nation, and kingdom against kingdom; and there will be famines, plagues, and earthquakes in various places."
MAT	24	8	Jesus	#07		1085	 {8} But all these things are the beginning of birth pains.
MAT	24	9	Jesus	#07		1086	" {9} Then they will deliver you up to oppression, and will kill you. You will be hated by all of the nations for my name's sake."
MAT	24	10	Jesus	#07		1087	" {10} Then many will stumble, and will deliver up one another, and will hate one another."
MAT	24	11	Jesus	#07		1088	" {11} Many false prophets will arise, and will lead many astray."
MAT	24	12	Jesus	#07		1089	" {12} Because iniquity will be multiplied, the love of many will grow cold."
MAT	24	13	Jesus	#07		1090	 {13} But he who endures to the end will be saved.
MAT	24	14	Jesus	#07		1091	" {14} This Good News of the Kingdom will be preached in the whole world for a testimony to all the nations, and then the end will come."
MAT	24	15	Jesus	#07		1092	" {15} “When, therefore, you see the abomination of desolation, which was spoken of through Daniel the prophet, standing in the holy place (let the reader understand),"
MAT	24	16	Jesus	#07		1093	 {16} then let those who are in Judea flee to the mountains.
MAT	24	17	Jesus	#07		1094	 {17} Let him who is on the housetop not go down to take out things that are in his house.
MAT	24	18	Jesus	#07		1095	 {18} Let him who is in the field not return back to get his clothes.
MAT	24	19	Jesus	#07		1096	 {19} But woe to those who are with child and to nursing mothers in those days!
MAT	24	20	Jesus	#07		1097	" {20} Pray that your flight will not be in the winter, nor on a Sabbath."
MAT	24	21	Jesus	#07		1098	" {21} For then there will be great oppression, such as has not been from the beginning of the world until now, no, nor ever will be."
MAT	24	22	Jesus	#07		1099	" {22} Unless those days had been shortened, no flesh would have been saved. But for the sake of the chosen ones, those days will be shortened."
MAT	24	23	Jesus	#07		1100	" {23} “Then if anyone tells you, 'Behold, here is the Christ,' or, 'There,' don't believe it."
MAT	24	24	Jesus	#07		1101	" ||| DO NOT COMBINE |||*~*{Music--Ends before v24}*~**~* {24} For there will arise false christs, and false prophets, and they will show great signs and wonders, so as to lead astray, if possible, even the chosen ones."
MAT	24	25	Jesus	#07		1102	" {25} “Behold, I have told you beforehand."
MAT	24	26	Jesus	#07		1103	" {26} If therefore they tell you, 'Behold, he is in the wilderness,' don't go out; 'Behold, he is in the inner rooms,' don't believe it."
MAT	24	27	Jesus	#07		1104	" {27} For as the lightning flashes from the east, and is seen even to the west, so will be the coming of the Son of Man."
MAT	24	28	Jesus	#07		1105	" {28} For wherever the carcass is, there is where the vultures gather together."
MAT	24	29	Jesus	#07		1106	" {29} But immediately after the oppression of those days, the sun will be darkened, the moon will not give its light, the stars will fall from the sky, and the powers of the heavens will be shaken."
MAT	24	30	Jesus	#07		1107	" {30} Then the sign of the Son of Man will appear in the sky. Then all the tribes of the earth will mourn, and they will see the Son of Man coming on the clouds of the sky with power and great glory."
MAT	24	31	Jesus	#07		1108	" {31} He will send out his angels with a great sound of a trumpet, and they will gather together his chosen ones from the four winds, from one end of the sky to the other."
MAT	24	32	Jesus	#07		1109	" {32} “Now from the fig tree learn this parable. When its branch has now become tender, and puts forth its leaves, you know that the summer is near."
MAT	24	33	Jesus	#07		1110	" {33} Even so you also, when you see all these things, know that it is near, even at the doors."
MAT	24	34	Jesus	#07		1111	" {34} Most certainly I tell you, this generation will not pass away, until all these things are accomplished."
MAT	24	35	Jesus	#07		1112	" {35} Heaven and earth will pass away, but my words will not pass away."
MAT	24	36	Jesus	#07		1113	" {36} But no one knows of that day and hour, not even the angels of heaven, but my Father only."
MAT	24	37	Jesus	#07		1114	" {37} “As the days of Noah were, so will be the coming of the Son of Man."
MAT	24	38	Jesus	#07		1115	" {38} For as in those days which were before the flood they were eating and drinking, marrying and giving in marriage, until the day that Noah entered into the ship,"
MAT	24	39	Jesus	#07		1116	" {39} and they didn't know until the flood came, and took them all away, so will be the coming of the Son of Man."
MAT	24	40	Jesus	#07		1117	 {40} Then two men will be in the field: one will be taken and one will be left.
MAT	24	41	Jesus	#07		1118	" {41} Two women grinding at the mill, one will be taken and one will be left."
MAT	24	42	Jesus	#07		1119	" {42} Watch therefore, for you don't know in what hour your Lord comes."
MAT	24	43	Jesus	#07		1120	" {43} But know this, that if the master of the house had known in what watch of the night the thief was coming, he would have watched, and would not have allowed his house to be broken into."
MAT	24	44	Jesus	#07		1121	" {44} Therefore also be ready, for in an hour that you don't expect, the Son of Man will come."
MAT	24	45	Jesus	#07		1122	" {45} “Who then is the faithful and wise servant, whom his lord has set over his household, to give them their food in due season?"
MAT	24	46	Jesus	#07		1123	 {46} Blessed is that servant whom his lord finds doing so when he comes.
MAT	24	47	Jesus	#07		1124	 {47} Most certainly I tell you that he will set him over all that he has.
MAT	24	48	Jesus	#07		1125	" {48} But if that servant is evil, he will say in his heart, 'My lord is delaying his coming.'"
MAT	24	49	Jesus	#07		1126	" {49} Then he will begin to beat his fellow servants, and eat and drink with the drunkards."
MAT	24	50	Jesus	#07		1127	" {50} The lord of that servant will come in a day when he doesn't expect it, and in an hour when he doesn't know it."
MAT	24	51	Jesus	#07		1128	" {51} He will cut him in pieces and assign him a place with the hypocrites, where there will be weeping and grinding of teeth. *~**~*||| + 2 SECs |||*~*"
MAT	25	<<	Narr_001: Matthew	#01		1129	MATTHEW CHP 25
MAT	25	1	Jesus	#07		1130	" {1} “Then the Kingdom of Heaven will be like ten virgins, who took their lamps, and went out to meet the bridegroom."
MAT	25	2	Jesus	#07		1131	" {2} Five of them were foolish, and five were wise."
MAT	25	3	Jesus	#07		1132	 {3} Those who were foolish took their lamps with them but took no oil.
MAT	25	4	Jesus	#07		1133	 {4} The wise took oil in their vessels along with their lamps.
MAT	25	5	Jesus	#07		1134	" {5} Now while the bridegroom delayed, they all slumbered and slept."
MAT	25	6	Jesus	#07		1135	" {6} But at midnight there was a cry, 'Behold! The bridegroom is coming! Come out to meet him!'"
MAT	25	7	Jesus	#07		1136	" {7} Then all those virgins arose, and trimmed their lamps."
MAT	25	8	Jesus	#07		1137	" {8} The foolish said to the wise, 'Give us some of your oil, for our lamps are going out.'"
MAT	25	9	Jesus	#07		1138	" {9} But the wise answered, saying, 'What if there isn't enough oil for us and you? You go rather to those who sell oil, and buy some for yourselves.'"
MAT	25	10	Jesus	#07		1139	" {10} While they went away to buy more oil, the bridegroom came, and those who were ready went in with him to the marriage feast, and the door was shut."
MAT	25	11	Jesus	#07		1140	" ||| DO NOT COMBINE |||*~*{Music--Ends before v11}*~**~* {11} Afterward the other virgins also came, saying, 'Lord, Lord, open to us.'"
MAT	25	12	Jesus	#07		1141	" {12} But he answered, 'Most certainly I tell you, I don't know you.'"
MAT	25	13	Jesus	#07		1142	" {13} Watch therefore, for you don't know the day nor the hour in which the Son of Man is coming."
MAT	25	14	Jesus	#07		1143	" {14} “For it is like a man, going into another country, who called his own servants, and entrusted his goods to them."
MAT	25	15	Jesus	#07		1144	" {15} To one he gave five talents, to another two, to another one; to each according to his own ability. Then he went on his journey."
MAT	25	16	Jesus	#07		1145	" {16} Immediately he who received the five talents went and traded with them, and made another five talents."
MAT	25	17	Jesus	#07		1146	" {17} In the same way, he who got the two talents gained another two."
MAT	25	18	Jesus	#07		1147	 {18} But he who received the one went away and dug a hole in the ground and hid his lord's money.
MAT	25	19	Jesus	#07		1148	" {19} “Now after a long time the lord of those servants came, and reconciled accounts with them."
MAT	25	20	Jesus	#07		1149	" ||| DO NOT COMBINE |||*~*{Music--Starts @ v20}*~**~* {20} He who received the five talents came and brought another five talents, saying, 'Lord, you delivered to me five talents. Behold, I have gained another five talents besides them.'"
MAT	25	21	Jesus	#07		1150	" {21} “His lord said to him, 'Well done, good and faithful servant. You have been faithful over a few things, I will set you over many things. Enter into the joy of your lord.'"
MAT	25	22	Jesus	#07		1151	" {22} “He also who got the two talents came and said, 'Lord, you delivered to me two talents. Behold, I have gained another two talents besides them.'"
MAT	25	23	Jesus	#07		1152	" {23} “His lord said to him, 'Well done, good and faithful servant. You have been faithful over a few things, I will set you over many things. Enter into the joy of your lord.'"
MAT	25	24	Jesus	#07		1153	" {24} “He also who had received the one talent came and said, 'Lord, I knew you that you are a hard man, reaping where you did not sow, and gathering where you did not scatter."
MAT	25	25	Jesus	#07		1154	" {25} I was afraid, and went away and hid your talent in the ground. Behold, you have what is yours.'"
MAT	25	26	Jesus	#07		1155	" {26} “But his lord answered him, 'You wicked and slothful servant. You knew that I reap where I didn't sow, and gather where I didn't scatter."
MAT	25	27	Jesus	#07		1156	" {27} You ought therefore to have deposited my money with the bankers, and at my coming I should have received back my own with interest."
MAT	25	28	Jesus	#07		1157	" {28} Take away therefore the talent from him, and give it to him who has the ten talents."
MAT	25	29	Jesus	#07		1158	" {29} For to everyone who has will be given, and he will have abundance, but from him who doesn't have, even that which he has will be taken away."
MAT	25	30	Jesus	#07		1159	" {30} Throw out the unprofitable servant into the outer darkness, where there will be weeping and gnashing of teeth.'"
MAT	25	31	Jesus	#07		1160	" {31} “But when the Son of Man comes in his glory, and all the holy angels with him, then he will sit on the throne of his glory."
MAT	25	32	Jesus	#07		1161	" {32} Before him all the nations will be gathered, and he will separate them one from another, as a shepherd separates the sheep from the goats."
MAT	25	33	Jesus	#07		1162	" {33} He will set the sheep on his right hand, but the goats on the left."
MAT	25	34	Jesus	#07		1163	" {34} Then the King will tell those on his right hand, 'Come, blessed of my Father, inherit the Kingdom prepared for you from the foundation of the world."
MAT	25	35	Jesus	#07		1164	" {35} For I was hungry, and you gave me food to eat. I was thirsty, and you gave me drink. I was a stranger, and you took me in."
MAT	25	36	Jesus	#07		1165	" {36} I was naked, and you clothed me. I was sick, and you visited me. I was in prison, and you came to me.'"
MAT	25	37	Jesus	#07		1166	" {37} “Then the righteous will answer him, saying, 'Lord, when did we see you hungry, and feed you; or thirsty, and give you a drink?"
MAT	25	38	Jesus	#07		1167	" {38} When did we see you as a stranger, and take you in; or naked, and clothe you?"
MAT	25	39	Jesus	#07		1168	" {39} When did we see you sick, or in prison, and come to you?'"
MAT	25	40	Jesus	#07		1169	" {40} “The King will answer them, 'Most certainly I tell you, inasmuch as you did it to one of the least of these my brothers, you did it to me.'"
MAT	25	41	Jesus	#07		1170	" {41} Then he will say also to those on the left hand, 'Depart from me, you cursed, into the eternal fire which is prepared for the devil and his angels."
MAT	25	42	Jesus	#07		1171	" {42} for I was hungry, and you didn't give me food to eat; I was thirsty, and you gave me no drink."
MAT	25	43	Jesus	#07		1172	" {43} I was a stranger, and you didn't take me in; naked, and you didn't clothe me; sick, and in prison, and you didn't visit me.'"
MAT	25	44	Jesus	#07		1173	" {44} “Then they will also answer, saying, 'Lord, when did we see you hungry, or thirsty, or a stranger, or naked, or sick, or in prison, and didn't help you?'"
MAT	25	45	Jesus	#07		1174	" {45} “Then he will answer them, saying, 'Most certainly I tell you, inasmuch as you didn't do it to one of the least of these, you didn't do it to me.'"
MAT	25	46	Jesus	#07		1175	" {46} These will go away into eternal punishment, but the righteous into eternal life.”*~**~*||| + 2 SECs |||*~*"
MAT	26	<<	Narr_001: Matthew	#01		1176	MATTHEW CHP 26
MAT	26	1	Narr_001: Matthew	#01		1177	" {1} It happened, when Jesus had finished all these words, that he said to his disciples,"
MAT	26	2	Jesus	#07		1178	" {2} “You know that after two days the Passover is coming, and the Son of Man will be delivered up to be crucified.”"
MAT	26	3	Narr_001: Matthew	#01		1179	" {3} Then the chief priests, the scribes, and the elders of the people were gathered together in the court of the high priest, who was called Caiaphas."
MAT	26	4	Narr_001: Matthew	#01		1180	" {4} They took counsel together that they might take Jesus by deceit, and kill him. {5} But they said,"
MAT	26	5	High Priest	#11		1181	" “Not during the feast, lest a riot occur among the people.”*~**~*||| + 1.5 SECs |||*~*"
MAT	26	6	Narr_001: Matthew	#01		1182	" {6} Now Jesus was in Bethany, in the house of Simon the leper."
MAT	26	7	Narr_001: Matthew	#01		1183	" {7} A woman came to him having an alabaster jar of very expensive ointment, and she poured it on his head as he sat at the table."
MAT	26	8	Narr_001: Matthew	#01		1184	" {8} But when his disciples saw this, they were indignant, saying,"
MAT	26	8	Disciple	#14		1185	" “Why this waste? {9} For this ointment might have been sold for much, and given to the poor.”"
MAT	26	10	Narr_001: Matthew	#01		1186	" {10} However, knowing this, Jesus said to them,"
MAT	26	10	Jesus	#07		1187	 “Why do you trouble the woman? Because she has done a good work for me.
MAT	26	11	Jesus	#07		1188	 {11} For you always have the poor with you; but you don't always have me.
MAT	26	12	Jesus	#07		1189	" {12} For in pouring this ointment on my body, she did it to prepare me for burial."
MAT	26	13	Jesus	#07		1190	" {13} Most certainly I tell you, wherever this Good News is preached in the whole world, what this woman has done will also be spoken of as a memorial of her.”"
MAT	26	14	Narr_001: Matthew	#01		1191	" {14} Then one of the twelve, who was called Judas Iscariot, went to the chief priests, {15} and said,"
MAT	26	15	Judas	#14		1192	" “What are you willing to give me, that I should deliver him to you?”"
MAT	26	15	Narr_001: Matthew	#01		1193	 They weighed out for him thirty pieces of silver.
MAT	26	16	Narr_001: Matthew	#01		1194	" {16} From that time he sought opportunity to betray him.*~**~*||| + 2 SECs |||*~*"
MAT	26	17	Narr_001: Matthew	#01		1195	" {17} Now on the first day of unleavened bread, the disciples came to Jesus, saying to him,"
MAT	26	17	Disciple	#12		1196	 “Where do you want us to prepare for you to eat the Passover?”
MAT	26	18	Narr_001: Matthew	#01		1197	" {18} He said,"
MAT	26	18	Jesus	#07		1198	" “Go into the city to a certain person, and tell him, 'The Teacher says, “My time is at hand. I will keep the Passover at your house with my disciples.”"
MAT	26	19	Narr_001: Matthew	#01		1199	" {19} The disciples did as Jesus commanded them, and they prepared the Passover."
MAT	26	20	Narr_001: Matthew	#01		1200	" {20} Now when evening had come, he was reclining at the table with the twelve disciples."
MAT	26	21	Narr_001: Matthew	#01		1201	" {21} As they were eating, he said,"
MAT	26	21	Jesus	#07		1202	 “Most certainly I tell you that one of you will betray me.”
MAT	26	22	Narr_001: Matthew	#01		1203	" {22} They were exceedingly sorrowful, and each began to ask him,"
MAT	26	22	Disciple	#12		1204	" “It isn't me, is it, Lord?”"
MAT	26	23	Narr_001: Matthew	#01		1205	" {23} He answered,"
MAT	26	23	Jesus	#07		1206	" “He who dipped his hand with me in the dish, the same will betray me."
MAT	26	24	Jesus	#07		1207	" {24} The Son of Man goes, even as it is written of him, but woe to that man through whom the Son of Man is betrayed! It would be better for that man if he had not been born.”"
MAT	26	25	Narr_001: Matthew	#01		1208	" {25} Judas, who betrayed him, answered,"
MAT	26	25	Judas	#14		1209	" “It isn't me, is it, Rabbi?”"
MAT	26	25	Narr_001: Matthew	#01		1210	" He said to him,"
MAT	26	25	Jesus	#07		1211	 “You said it.”
MAT	26	26	Narr_001: Matthew	#01		1212	" {26} As they were eating, Jesus took bread, gave thanks for it, and broke it. He gave to the disciples, and said,"
MAT	26	26	Jesus	#07		1213	" “Take, eat; this is my body.”"
MAT	26	27	Narr_001: Matthew	#01		1214	" {27} He took the cup, gave thanks, and gave to them, saying,"
MAT	26	27	Jesus	#07		1215	" “All of you drink it, {28} for this is my blood of the new covenant, which is poured out for many for the remission of sins."
MAT	26	29	Jesus	#07		1216	" {29} But I tell you that I will not drink of this fruit of the vine from now on, until that day when I drink it anew with you in my Father's Kingdom.”"
MAT	26	30	Narr_001: Matthew	#01		1217	" {30} When they had sung a hymn, they went out to the Mount of Olives. {31} Then Jesus said to them,"
MAT	26	31	Jesus	#07		1218	" “All of you will be made to stumble because of me tonight, for it is written, 'I will strike the shepherd, and the sheep of the flock will be scattered.'"
