#Character ID	Code (discard)	Multiple Speakers	Gender	Age	Comment
one other who looked like a man	793	FALSE			
one who looked like a man	795	FALSE			
onlookers	796	TRUE			
Oppressors of poor	366	TRUE			
Oppressors of poor (women)	365	TRUE			
Orpah		FALSE	Female		
Orpah/Ruth	367	TRUE	Female		
other guests at Pharisee(Simon)'s house	799	TRUE			
others	802	TRUE			
others (testing Jesus)	801	TRUE			
owners of colt	803	TRUE			
owners of the slave girl	804	TRUE			
parents of cured man, blind from birth		TRUE	Both		May want to assign one or more of these lines to famle, as appropriate
Pashur/Zephaniah	368	TRUE			
passers by	807	TRUE			
Paul	62	FALSE	Male		
Paul's travelling companions, Luke and	369	TRUE			
people	840	TRUE			
people (complaining Israelites)	841	TRUE			
people at cistern	812	TRUE			
people at coronation of King Joash	838	TRUE			
people gathered to pray	813	TRUE			
people in crowd	814	TRUE			
people in high priest's courtyard		TRUE	Both		Group consisted of at least a servant girl and a man
people of Decapolis	767	TRUE			
people of Jerusalem	534	TRUE			
people of Jerusalem, some	833	TRUE			
people who knew Saul	815	TRUE			
people, all the	824	TRUE			
people, arrogant wicked	825	TRUE			
people, God's	817	TRUE			
people, hurried	826	TRUE			
people, Israel, tribes of	818	TRUE			
people, many	827	TRUE			
people, other	828	TRUE			
people, others	829	TRUE			
people, righteous	830	TRUE			
people, sick	831	TRUE			
people, some	1831	TRUE			
people, still others	836	TRUE			
peoples, many	844	TRUE			
person	845	FALSE			
person asking someone to read a sealed book		FALSE			
person sacrificing	657	FALSE			
person who told David about Philistines		FALSE			
person who told David of Nathan's arrival	931	FALSE			
person who told Jesus how long Lazuras had been dead		FALSE			
person who told Joshua where the kings were hiding		FALSE			
person who told King of Aram of Elisha's arrival	932	FALSE			
person who told Samuel where Saul was		FALSE			
person who told Saul where David was		FALSE			
person who told Shimei where his servants were	933	FALSE			
person who told the guards and priests where the apostles were		FALSE			
Peter (Simon)	371	FALSE	Male		
Peter (Simon)/James/John		TRUE	Male		
Peter (Simon)/James/John/Andrew		TRUE	Male		
Peter (Simon)/John		TRUE	Male		
Peter (Simon)/John/own people	1372	TRUE	Male		
Pharaoh (1st)	1378	FALSE	Male		
Pharaoh (2nd)		FALSE	Male		
Pharaoh (3rd)		FALSE	Male		
Pharaoh's daughter	379	FALSE	Female		
Pharaoh's officials	380	TRUE	Male		
Pharisee(expert in the law)		FALSE	Male		
Pharisee(Simon)	373	FALSE	Male		
Pharisees	1377	TRUE	Male		
Pharisees, other	374	TRUE	Male		
Pharisees, some	2377	TRUE	Male		
Pharisees/teachers of the law	378	TRUE	Male		
Philip	381	FALSE	Male		
Philistine commanders	382	TRUE	Male		
Philistine priests and diviners	383	TRUE	Male		
Philistines	384	TRUE	Male		
Philistines, rulers of	385	TRUE	Male		
Phineas	386	FALSE	Male		
pig herdsmen		TRUE	Male		
Pilate	387	FALSE	Male		
Pilate's wife	1388	FALSE	Female		
pine trees/cedars of Lebanon	846	TRUE			
poets	388	TRUE			
Potiphar's wife	389	FALSE	Female		
priest	847	FALSE	Male		
priests/Levites	848	TRUE	Male		
proclaimers of God's word	850	TRUE			
prophet	856	FALSE			
prophet Gad	851	FALSE	Male		
prophet in Bethel (old)	852	FALSE	Male	old	
prophet of the LORD	854	FALSE			
prophet who confronts Ahab	855	FALSE			
prophets (speaking the word of the LORD)	857	TRUE			
prophets of Baal	858	TRUE			
prophets, 400 false	859	TRUE			
prophets/priests	861	TRUE			
prostitute, one	862	FALSE			
prostitute, other	863	FALSE			
proverb about a dog	864	FALSE			
queen of Babylon	865	FALSE	Female		
queen of Sheba	1865	FALSE	Female		
rabble/complainers	390	TRUE			
Rachel	391	FALSE	Female		
Rahab	392	FALSE	Female		
reader	866	FALSE			
Rebekah	393	FALSE	Female		
rebels	867	TRUE			
Recab/Baanah	394	TRUE			
Recabite family, men of	395	TRUE			
Rehoboam	396	FALSE	Male		
Rehum, commanding officer/Shimshai, secretary	397	TRUE	Male		
Relatives of Ahaziah, king of Judah	1397	TRUE			
reply to the slain believers (in heavenly vision)		FALSE			
report concerning Paul		FALSE			
report to King of Aram	868	FALSE			
report to King of Assyria	398	FALSE			
Reuben	234	FALSE	Male		
Reubenites/Gadites	400	TRUE	Male		
Reubenites/Gadites/half-tribe of Manasseh	147	TRUE	Male		
Rhoda	401	FALSE	Female		
rich young ruler	870	FALSE	Male	young man	
rule given by Paul	869	FALSE			
rulers of people in Jerusalem	871	TRUE			
rules of the world	873	FALSE			
Ruth	402	FALSE	Female		
Sadducees	1402	TRUE	Male		
sailors	403	TRUE	Male		
Samson	404	FALSE	Male		
Samson's 30 companions	405	TRUE	Male		
Samson's father-in-law	406	FALSE	Male		
Samson's wife	407	FALSE	Female		
Samuel	408	FALSE	Male		
Sanballat	127	FALSE	Male		
Sanhedrin/chief priests/Pharisees	409	TRUE	Male		
Sapphira (Ananias' wife)	410	FALSE	Female		
Sarai (Sarah)	411	FALSE	Female		
Satan	800	FALSE	Male		
Satraps	413	TRUE	Male		
Saul	414	FALSE	Male		
Saul's announcement	415	FALSE			
Saul's attendants	416	TRUE	Male		
Saul's messengers	417	TRUE	Male		
Saul's servant	418	FALSE	Male		
Saul's uncle	419	FALSE	Male		
saying (proverb)	849	FALSE			
saying about Anakites	874	FALSE			
saying about bad company	878	FALSE			
saying about blind and lame	879	FALSE			
saying about captivity and death by the sword		FALSE			Possibly a reference to Jeremiah 15:2, Jeremiah 43:11 or Matthew 26:52
saying about going beyond what is written	880	FALSE			
saying about Nimrod	875	FALSE			
saying about Saul	876	FALSE			
saying about seer	881	FALSE			
saying about sow	882	FALSE			
saying about what controls you	883	FALSE			
saying about yeast	884	FALSE			
saying about Zion	877	FALSE			
saying, true	885	FALSE			
scoffers	886	TRUE			
scoundrels	887	TRUE			
scouts of Ben-Hadad, king of Aram	888	TRUE	Male		
scripture	890	FALSE			
scripture (Moses quoting God)	889	FALSE			
scroll with decree of Cyrus, king	891	FALSE			
sea	892	FALSE			
second person to accuse Peter (man)		FALSE	Male		
Sennacherib, king of Assyria	421	FALSE	Male		
Sennacherib's messengers	420	TRUE	Male		
Sennacherib's officers	607	TRUE	Male		
seraph, one of the	893	FALSE			
seraphs	894	TRUE			
serpent	895	FALSE			
servant girl at high priest's courtyard	614	FALSE	Female		
servant girl, another	896	FALSE	Female		
servant of concubine's husband	902	FALSE			
servant of Elijah	897	FALSE	Male		
servant of Naaman's wife (young girl)	899	FALSE	Female	child/youth	
servant of Nabal	900	FALSE			
servant of priest	903	FALSE			
servant of Saul	901	FALSE			
servants of Achish, king of Gath	905	TRUE			
servants of David	906	TRUE			
servants of Eglon, king of Moab	907	TRUE			
servants of Isaac	904	TRUE			
servants of royal official	908	TRUE			
seven sons of Sceva	1905	TRUE	Male		
seventy-two	1906	TRUE			
Shadrach/Meshach/Abednego	422	TRUE	Male		
Shaphan, secretary	423	FALSE	Male		
Sharezer/Regem-Melech/men of Bethel	424	TRUE	Male		
she donkey	1907	FALSE	Female		
Sheba, son of Bicri	425	FALSE	Male		
Shecaniah, son of Jehiel	426	FALSE	Male		
Shechem, son of Hamor	427	FALSE	Male	young man	
Shemaiah	1427	FALSE			
Shephatiah/Gedaliah/Jehucal/Pashur (officials)	428	TRUE	Male		
shepherds at the well	20	TRUE			
shepherds outside Bethlehem	1908	TRUE			
Shimei	429	FALSE			
ship captains, seafarers, sailors	2906	TRUE	Male		
Shua (Judah's wife)		FALSE	Female		
sign on the cross	2907	FALSE			
Simeon	237	FALSE	Male		
Simeon-old	430	FALSE	Male	old	
Simon (magician)	431	FALSE	Male		
singers	910	TRUE			
singers from the ends of the earth	2908	TRUE			
singers, and relatives	1909	TRUE			
sinners	911	TRUE			
Sisera	432	FALSE	Male		
Sisera's mother	433	FALSE	Female		
Slave driver	434	FALSE			
Slave girls	435	TRUE	Female		
soldier at the cross	912	FALSE	Male		
soldier, Israelite	915	FALSE	Male		
soldiers	2002	TRUE	Male		
soldiers, Assyrian	918	TRUE	Male		
soldiers, Roman	917	TRUE	Male		
soldiers, some	916	TRUE	Male		
soldiers/officials from chief priests/Pharisees	919	TRUE	Male		
Solomon, king	436	FALSE	Male		
some people (quoted by Paul)	923	TRUE			
someone	934	TRUE			
someone (hypothetical argument)		TRUE			
someone from Jairus' house	928	FALSE			
someone from Seir		FALSE			
someone in crowd	930	FALSE			
someone in Jerusalem	929	FALSE			
someone in Saul's army	211	TRUE	Male		
son (child) in Israel (hypothetical)	935	FALSE	Male	child/youth	
son of Paul's sister (young man)	936	FALSE	Male	young man	
son of Shunammite	937	FALSE	Male		
son of widow	938	FALSE	Male		
song (of the prostitute)	939	FALSE	Female		
sons of prophet in Bethel	853	TRUE	Male		
souls of those killed for word of God	940	TRUE			
spies  (Pharisees/Herodians)	941	TRUE	Male		
spies from Joshua, men	440	TRUE	Male		
Spirit and the bride	438	TRUE	Male		
spy from Joseph	439	FALSE			
Stephen	441	FALSE	Male		
Steward	1042	FALSE	Male		
still another (follower of Christ)	1941	FALSE			
synagogue ruler	942	FALSE	Male		
synagogue rulers		TRUE	Male		
Tamar, daughter of David	442	FALSE	Female		
Tamar, daughter-in-law of Judah	443	FALSE	Female		
Tattenai, governor/Shethar-Bozenai/officials of Trans-Euphrates	444	TRUE	Male		
tax collectors	943	TRUE	Male		
teacher (Preacher)	945	FALSE	Male		
teacher of the law	944	FALSE	Male		
teachers of the law	593	TRUE	Male		
teachers of the law/Pharisees	377	TRUE	Male		
temple guards	949	TRUE	Male		
temple police	950	TRUE	Male		
ten men with leprosy	951	TRUE	Male		
Tertius	445	FALSE	Male		
Tertullus-Lawyer	446	FALSE	Male		
Thomas	447	FALSE	Male		
those hiding from the LORD	955	TRUE			
those sitting with Festus, Herod Agrippa II and Bernice	956	TRUE			
those standing near	957	TRUE			
those who had seen the demon-possessed man cured		TRUE			
those who seek God	958	TRUE			
three men (two angels and the LORD)		TRUE	Male		
Tobiah, enemy	448	FALSE	Male		
townsmen of Ophrah		TRUE	Male		
troublemakers	962	TRUE	Male		
twenty-four elders	964	TRUE	Male		
twenty-four elders/four living creatures	965	TRUE	Male		
unbeliever who comes under conviction		FALSE			
unbelievers	966	TRUE			
Uriah	449	FALSE	Male		
voice from altar	973	FALSE			
voice from among living creatures	972	FALSE			
voice from cloud	974	FALSE			
voice from heaven (God?)		TRUE	Male		Possibly God speaking (not identified)
voice from heaven, another	976	FALSE			
voice from temple	977	FALSE			
voice from throne	978	FALSE			
voice in heaven		TRUE			
voice in heaven, loud	1979	FALSE			
voice of great crowd in heaven, loud	979	TRUE			
voice of great crowd, like roar of many waters, loud thunderclaps	981	TRUE			
voice of one calling, a (preparing way for Christ)	982	FALSE			
voice of one speaking (in vision of God)	983	FALSE			
voices in heaven, loud	984	TRUE			
warriors from Zorah and Eshtaol, five	985	TRUE	Male		
watchman	986	FALSE	Male		
we (believers)	987	TRUE			
weakling	988	FALSE			
what is formed	989	FALSE			
whoever has doubts		FALSE			
wicked men of Gibeah	990	TRUE			
widow (from company of prophets)	991	FALSE	Female		
widow at Zarephath	992	FALSE	Female		
wise men of Pharaoh	993	TRUE	Male		
witnesses, false	994	TRUE			
woman from Tekoa	995	FALSE	Female		
woman in Bahurim	1004	FALSE	Female		
woman in crowd	996	FALSE	Female		
woman in famine	997	FALSE	Female		
woman medium	998	FALSE	Female		
woman, bleeding for twelve years	1001	FALSE	Female		
woman, caught in adultery	1002	FALSE	Female		
woman, Samaritan	999	FALSE	Female		
woman, Shunammite	1000	FALSE	Female		
woman, wise	1003	FALSE	Female		
women of Bethlehem	1006	TRUE	Female		
women, dancing	1005	TRUE	Female		
women, seven	1007	TRUE	Female		
worshippers of the beast	1009	TRUE			
Xerxes, king of Persia and Media (Ahasuerus)	450	FALSE	Male		
you (hypothetical Gentile)	1010	FALSE			
you (hypothetical)		TRUE			
you (people of Zion, restored)	1013	TRUE			
you (rebelious people)		TRUE			
you ought to say	1011	FALSE			
you who bring good tidings to Zion		TRUE			
young man		FALSE	Male	youth	
young men (advisors of Rehoboam)	1015	TRUE	Male	young man	
youths	1016	TRUE		youth	
Zaccheaus	451	FALSE	Male		
Zeba/Zalmunna	452	TRUE			
Zebul, governor of Shechem	453	FALSE	Male		
Zechariah	454	FALSE	Male		
Zedekiah, king of Judah	456	FALSE	Male		
Zedekiah, son of Kenaanah, false prophet	457	FALSE	Male		
Zeresh, wife of Haman/friends of Haman	458	TRUE	Female		
Zerubbabel/Jeshua/rest of heads of families	459	TRUE	Male		
Ziba	460	TRUE	Male		
Zion	461	FALSE			
Ziphites	1461	TRUE			
Zipporah	462	FALSE	Female		
Zophar the Naamathite	463	FALSE			
